"NAICS_Code","SIC4","NAICS_Description","SIC_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"321999","2421","All other miscellaneous wood product mfg","Sawmills and planing mills, general",5408,145676,4223272404,0.45,0.54,0.58
"321999","2429","All other miscellaneous wood product mfg","Special product sawmills, nec",156,1969,44058082,0.01,0.01,0.01
"321999","2499","All other miscellaneous wood product mfg","Wood products, nec",3130,56609,1250029828,0.26,0.21,0.17
"321999","3131","All other miscellaneous wood product mfg","Footwear cut stock",80,2069,46380165,0.01,0.01,0.01
"321999","3999","All other miscellaneous wood product mfg","Manufacturing industries, nec",3196,62359,1705787323,0.27,0.23,0.23
"322110","2611","Pulp mills","Pulp mills",88,11961,653542278,1,1,1
"322121","2621","Paper (except newsprint) mills","Paper mills",620,158542,8255536240,0.22,0.56,0.62
"322121","2676","Paper (except newsprint) mills","Sanitary paper products",174,30961,1292400983,0.06,0.11,0.1
"322121","3842","Paper (except newsprint) mills","Surgical appliances and supplies",2068,95007,3796804806,0.72,0.33,0.28
"322122","2621","Newsprint mills","Paper mills",620,158542,8255536240,1,1,1
"322130","2631","Paperboard mills","Paperboard mills",295,50115,2570654948,1,1,1
"322211","2653","Corrugated & solid fiber box mfg","Corrugated and solid fiber boxes",1909,133263,4917941558,1,1,1
"322212","2657","Folding paperboard box mfg","Folding paperboard boxes",538,47234,1783460527,1,1,1
"322213","2652","Setup paperboard box mfg","Setup paperboard boxes",171,7181,179876052,1,1,1
"322214","2655","Fiber can, tube, drum, & similar products mfg","Fiber cans, drums & similar products",328,14752,535088168,1,1,1
"322215","2656","Nonfolding sanitary food container mfg","Sanitary food containers",107,17879,558083790,1,1,1
"322221","2671","Coated & laminated packaging paper & plastics film mfg","Paper coated & laminated, packaging",340,22141,896753740,1,1,1
"322222","2672","Coated & laminated paper mfg","Paper coated and laminated, nec",494,46254,2473994884,0.41,0.57,0.68
"322222","2679","Coated & laminated paper mfg","Converted paper products, nec",705,34347,1146512910,0.59,0.43,0.32
"322223","2673","Plastics, foil, & coated paper bag mfg","Bags: plastics, laminated, & coated",533,40010,1248506191,1,1,1
"322224","2674","Uncoated paper & multiwall bag mfg","Bags: uncoated paper & multiwall",176,17710,519401847,1,1,1
"322225","3497","Laminated aluminum foil mfg for flexible packaging uses","Metal foil and leaf",68,4987,188970172,1,1,1
"322226","2675","Surface~coated paperboard mfg","Die-cut paper and board",530,20194,612429904,1,1,1
"322231","2675","Die~cut paper & paperboard office supplies mfg","Die-cut paper and board",530,20194,612429904,0.43,0.37,0.35
"322231","2679","Die~cut paper & paperboard office supplies mfg","Converted paper products, nec",705,34347,1146512910,0.57,0.63,0.65
"322232","2677","Envelope mfg","Envelopes",273,24601,817601209,1,1,1
"322233","2678","Stationery, tablet, & related product mfg","Stationery products",118,7422,231914664,1,1,1
"322291","2676","Sanitary paper product mfg","Sanitary paper products",174,30961,1292400983,0.08,0.25,0.25
"322291","3842","Sanitary paper product mfg","Surgical appliances and supplies",2068,95007,3796804806,0.92,0.75,0.75
"322299","2675","All other converted paper product mfg","Die-cut paper and board",530,20194,612429904,0.12,0.17,0.18
"322299","2679","All other converted paper product mfg","Converted paper products, nec",705,34347,1146512910,0.16,0.29,0.33
"322299","3999","All other converted paper product mfg","Manufacturing industries, nec",3196,62359,1705787323,0.72,0.53,0.49
"323110","2752","Commercial lithographic printing","Commercial printing, lithographic",23932,370173,12570471059,0.88,0.8,0.83
"323110","2771","Commercial lithographic printing","Greeting cards",182,27947,879967568,0.01,0.06,0.06
"323110","3999","Commercial lithographic printing","Manufacturing industries, nec",3196,62359,1705787323,0.12,0.14,0.11
"323111","2754","Commercial gravure printing","Commercial printing, gravure",448,20318,737416050,0.12,0.18,0.22
"323111","2771","Commercial gravure printing","Greeting cards",182,27947,879967568,0.05,0.25,0.26
"323111","3999","Commercial gravure printing","Manufacturing industries, nec",3196,62359,1705787323,0.84,0.56,0.51
"323112","2759","Commercial flexographic printing","Commercial printing, nec",10731,183189,5791018294,0.76,0.67,0.69
"323112","2771","Commercial flexographic printing","Greeting cards",182,27947,879967568,0.01,0.1,0.11
"323112","3999","Commercial flexographic printing","Manufacturing industries, nec",3196,62359,1705787323,0.23,0.23,0.2
"323113","2396","Commercial screen printing","Automotive and apparel trimmings",3054,60582,1513630724,0.18,0.18,0.15
"323113","2759","Commercial screen printing","Commercial printing, nec",10731,183189,5791018294,0.63,0.55,0.59
"323113","2771","Commercial screen printing","Greeting cards",182,27947,879967568,0.01,0.08,0.09
"323113","3999","Commercial screen printing","Manufacturing industries, nec",3196,62359,1705787323,0.19,0.19,0.17
"323114","2752","Quick printing","Commercial printing, lithographic",23932,370173,12570471059,0.69,0.67,0.68
"323114","2759","Quick printing","Commercial printing, nec",10731,183189,5791018294,0.31,0.33,0.32
"323115","2759","Digital printing","Commercial printing, nec",10731,183189,5791018294,1,1,1
"323116","2761","Manifold business form printing","Manifold business forms",862,42559,1511689094,0.64,0.53,0.57
"323116","2782","Manifold business form printing","Blankbooks and looseleaf binders",489,37288,1141530694,0.36,0.47,0.43
"323117","2732","Book printing","Book printing",532,42870,1439036493,1,1,1
"323118","2782","Blankbook, looseleaf binder, & device mfg","Blankbooks and looseleaf binders",489,37288,1141530694,1,1,1
"323119","2759","Other commercial printing","Commercial printing, nec",10731,183189,5791018294,0.76,0.67,0.69
"323119","2771","Other commercial printing","Greeting cards",182,27947,879967568,0.01,0.1,0.11
"323119","3999","Other commercial printing","Manufacturing industries, nec",3196,62359,1705787323,0.23,0.23,0.2
"323121","2789","Tradebinding & related work","Bookbinding and related work",1169,27925,676359489,1,1,1
"323122","2791","Prepress services","Typesetting",1714,18385,657332006,0.55,0.37,0.31
"323122","2796","Prepress services","Platemaking services",1402,31820,1464158533,0.45,0.63,0.69
"324110","2911","Petroleum refineries","Petroleum refining",756,95979,6431629777,1,1,1
"324121","2951","Asphalt paving mixture & block mfg","Asphalt paving mixtures and blocks",872,15078,626240474,1,1,1
"324122","2952","Asphalt shingle & coating materials mfg","Asphalt felts and coatings",283,13799,555401572,1,1,1
"324191","2992","Petroleum lubricating oil & grease mfg","Lubricating oils and greases",442,11989,561561776,1,1,1
"324199","2999","All other petroleum & coal products mfg","Petroleum and coal products, nec",65,2120,93062888,0.08,0.01,0.01
"324199","3312","All other petroleum & coal products mfg","Blast furnaces and steel mills",744,163168,8516625809,0.92,0.99,0.99
"325110","2865","Petrochemical mfg","Cyclic crudes and intermediates",239,22995,1292790736,0.24,0.17,0.15
"325110","2869","Petrochemical mfg","Industrial organic chemicals, nec",769,111770,7586824865,0.76,0.83,0.85
"325120","2813","Industrial gas mfg","Industrial gases",603,24098,1547795487,0.44,0.18,0.17
"325120","2869","Industrial gas mfg","Industrial organic chemicals, nec",769,111770,7586824865,0.56,0.82,0.83
"325131","2816","Inorganic dye & pigment mfg","Inorganic pigments",158,11531,550650507,0.15,0.14,0.13
"325131","2819","Inorganic dye & pigment mfg","Industrial inorganic chemicals, nec",880,70620,3783263442,0.85,0.86,0.87
"325132","2865","Synthetic organic dye & pigment mfg","Cyclic crudes and intermediates",239,22995,1292790736,1,1,1
"325181","2812","Alkalies & chlorine mfg","Alkalies and chlorine",60,10387,572093412,1,1,1
"325182","2816","Carbon black mfg","Inorganic pigments",158,11531,550650507,0.8,0.79,0.75
"325182","2895","Carbon black mfg","Carbon black",40,2977,185773037,0.2,0.21,0.25
"325188","2819","All other basic inorganic chemical mfg","Industrial inorganic chemicals, nec",880,70620,3783263442,0.53,0.39,0.33
"325188","2869","All other basic inorganic chemical mfg","Industrial organic chemicals, nec",769,111770,7586824865,0.47,0.61,0.67
"325191","2861","Gum & wood chemical mfg","Gum and wood chemicals",93,2525,95813538,1,1,1
"325192","2865","Cyclic crude & intermediate mfg","Cyclic crudes and intermediates",239,22995,1292790736,1,1,1
"325193","2869","Ethyl alcohol mfg","Industrial organic chemicals, nec",769,111770,7586824865,1,1,1
"325199","2869","All other basic organic chemical mfg","Industrial organic chemicals, nec",769,111770,7586824865,0.38,0.72,0.78
"325199","2899","All other basic organic chemical mfg","Chemical preparations, nec",1278,42540,2094458241,0.62,0.28,0.22
"325211","2821","Plastics material & resin mfg","Plastics materials and resins",824,79635,4507900091,1,1,1
"325212","2822","Synthetic rubber mfg","Synthetic rubber",169,17104,913622244,1,1,1
"325221","2823","Cellulosic organic fiber mfg","Cellulosic manmade fibers",31,16402,794295321,1,1,1
"325222","2824","Noncellulosic organic fiber mfg","Organic fibers, noncellulosic",140,45299,2486658024,1,1,1
"325311","2873","Nitrogenous fertilizer mfg","Nitrogenous fertilizers",205,9069,454076177,1,1,1
"325312","2874","Phosphatic fertilizer mfg","Phosphatic fertilizers",102,9820,444834919,1,1,1
"325314","2875","Fertilizer (mixing only) mfg","Fertilizers, mixing only",585,9812,310645527,1,1,1
"325320","2879","Pesticide & other agricultural chemical mfg","Agricultural chemicals, nec",321,24051,1349577840,1,1,1
"325411","2833","Medicinal & botanical mfg","Medicinals and botanicals",303,23580,1566685607,1,1,1
"325412","2834","Pharmaceutical preparation mfg","Pharmaceutical preparations",1167,213582,13915702330,0.77,0.93,0.95
"325412","2835","Pharmaceutical preparation mfg","Diagnostic substances",341,15887,773924916,0.23,0.07,0.05
"325413","2835","In~vitro diagnostic substance mfg","Diagnostic substances",341,15887,773924916,1,1,1
"325414","2836","Biological product (except diagnostic) mfg","Biological products exc. diagnostic",342,16738,783904933,1,1,1
"325510","2851","Paint & coating mfg","Paints and allied products",1322,51402,2171078354,0.51,0.55,0.51
"325510","2899","Paint & coating mfg","Chemical preparations, nec",1278,42540,2094458241,0.49,0.45,0.49
"325520","2891","Adhesive mfg","Adhesives and sealants",759,25620,1168147622,1,1,1
"325611","2841","Soap & other detergent mfg","Soap and other detergents",569,41666,2573871810,0.37,0.36,0.45
"325611","2844","Soap & other detergent mfg","Toilet preparations",963,73919,3103154928,0.63,0.64,0.55
"325612","2842","Polish & other sanitation good mfg","Polishes and sanitation goods",1035,31922,1462656559,1,1,1
"325613","2843","Surface active agent mfg","Surface active agents",161,7564,365515457,1,1,1
"325620","2844","Toilet preparation mfg","Toilet preparations",963,73919,3103154928,1,1,1
"325910","2893","Printing ink mfg","Printing ink",568,16446,816133902,1,1,1
"325920","2892","Explosives mfg","Explosives",122,7603,296282548,1,1,1
"325991","3087","Custom compounding of purchased resin","Custom compound purchased resins",505,25790,909904396,1,1,1
"325992","3861","Photographic film, paper, plate, & chemical mfg","Photographic equipment and supplies",968,85396,4767946241,1,1,1
"325998","2819","All other miscellaneous chemical product & preparation mfg","Industrial inorganic chemicals, nec",880,70620,3783263442,0.16,0.39,0.49
"325998","2899","All other miscellaneous chemical product & preparation mfg","Chemical preparations, nec",1278,42540,2094458241,0.23,0.23,0.27
"325998","3952","All other miscellaneous chemical product & preparation mfg","Lead pencils and art goods",187,7423,216943626,0.03,0.04,0.03
"325998","3999","All other miscellaneous chemical product & preparation mfg","Manufacturing industries, nec",3196,62359,1705787323,0.58,0.34,0.22
"326111","2673","Unsupported plastics bag mfg","Bags: plastics, laminated, & coated",533,40010,1248506191,1,1,1
"326112","2671","Unsupported plastics packaging film & sheet mfg","Paper coated & laminated, packaging",340,22141,896753740,1,1,1
"326113","3081","Unsupported plastics film & sheet (except packaging) mfg","Unsupported plastics film & sheet",764,63049,2343734135,1,1,1
"326121","3082","Unsupported plastics profile shape mfg","Unsupported plastics profile shapes",470,24503,828891866,1,1,1
"326122","3084","Plastics pipe & pipe fitting mfg","Plastics pipe",346,18421,568887684,0.03,0.04,0.04
"326122","3089","Plastics pipe & pipe fitting mfg","Plastics products, nec",9807,464457,13438149544,0.97,0.96,0.96
"326130","3083","Laminated plastics plate, sheet, & shape mfg","Laminated plastics plate & sheet",435,23827,834083566,1,1,1
"326140","3086","Polystyrene foam product mfg","Plastics foam products",1128,58192,1733132112,1,1,1
"326150","3086","Urethane & other foam product (except polystyrene) mfg","Plastics foam products",1128,58192,1733132112,1,1,1
"326160","3085","Plastics bottle mfg","Plastics bottles",425,32682,987530310,1,1,1
"326191","3088","Plastics plumbing fixture mfg","Plastics plumbing fixtures",531,19429,478028024,1,1,1
"326192","3069","Resilient floor covering mfg","Fabricated rubber products, nec",1281,60838,1906016764,0.98,0.9,0.85
"326192","3996","Resilient floor covering mfg","Hard surface floor coverings, nec",28,6851,345621937,0.02,0.1,0.15
"326199","3089","All other plastics product mfg","Plastics products, nec",9807,464457,13438149544,0.75,0.88,0.89
"326199","3999","All other plastics product mfg","Manufacturing industries, nec",3196,62359,1705787323,0.25,0.12,0.11
"326211","3011","Tire mfg (except retreading)","Tires and inner tubes",210,77749,3652164748,1,1,1
"326212","7534","Tire retreading","Tire retreading and repair shops",1747,13975,346805092,1,1,1
"326220","3052","Rubber & plastics hoses & belting mfg","Rubber & plastics hose & belting",245,28243,913851762,1,1,1
"326291","3061","Rubber product mfg for mechanical use","Mechanical rubber goods",590,51178,1617445244,1,1,1
"326299","3069","All other rubber product mfg","Fabricated rubber products, nec",1281,60838,1906016764,1,1,1
"327111","3261","Vitreous china plumbing fixture & bathroom accessories mfg","Vitreous plumbing fixtures",69,9854,308977292,1,1,1
"327112","3262","Vitreous china, fine earthenware, & other pottery product mfg","Vitreous china table & kitchenware",41,5020,147925331,0.03,0.17,0.2
"327112","3263","Vitreous china, fine earthenware, & other pottery product mfg","Semivitreous table & kitchenware",26,857,19383322,0.02,0.03,0.03
"327112","3269","Vitreous china, fine earthenware, & other pottery product mfg","Pottery products, nec",898,13498,280762024,0.59,0.45,0.37
"327112","3299","Vitreous china, fine earthenware, & other pottery product mfg","Nonmetallic mineral products, nec",547,10612,306760715,0.36,0.35,0.41
"327113","3264","Porcelain electrical supply mfg","Porcelain electrical supplies",124,10181,349299756,1,1,1
"327121","3251","Brick & structural clay tile mfg","Brick and structural clay tile",214,13826,397421934,1,1,1
"327122","3253","Ceramic wall & floor tile mfg","Ceramic wall and floor tile",199,9948,278643319,1,1,1
"327123","3259","Other structural clay product mfg","Structural clay products, nec",66,2928,87223839,1,1,1
"327124","3255","Clay refractory mfg","Clay refractories",139,7359,269835974,1,1,1
"327125","3297","Nonclay refractory mfg","Nonclay refractories",184,8773,347038622,1,1,1
"327211","3211","Flat glass mfg","Flat glass",195,16786,700367757,1,1,1
"327212","3229","Other pressed & blown glass & glassware mfg","Pressed and blown glass, nec",527,44605,1845881359,1,1,1
"327213","3221","Glass container mfg","Glass containers",124,26054,1086109278,1,1,1
"327215","3231","Glass product mfg made of purchased glass","Products of purchased glass",1533,62443,2092845903,1,1,1
"327310","3241","Cement mfg","Cement, hydraulic",229,17298,832262855,1,1,1
"327320","3273","Ready~mix concrete mfg","Ready-mixed concrete",5140,107412,3690869757,1,1,1
"327331","3271","Concrete block & brick mfg","Concrete block and brick",818,18193,608746995,1,1,1
"327332","3272","Concrete pipe mfg","Concrete products, nec",3315,73987,2233426528,1,1,1
"327390","3272","Other concrete product mfg","Concrete products, nec",3315,73987,2233426528,1,1,1
"327410","3274","Lime mfg","Lime",93,4976,194765332,1,1,1
"327420","3275","Gypsum product mfg","Gypsum products",164,12895,525085893,0.23,0.55,0.63
"327420","3299","Gypsum product mfg","Nonmetallic mineral products, nec",547,10612,306760715,0.77,0.45,0.37
"327910","3291","Abrasive product mfg","Abrasive products",368,19589,707876706,1,1,1
"327991","3281","Cut stone & stone product mfg","Cut stone and stone products",1148,15103,404160074,1,1,1
"327992","3295","Ground or treated mineral & earth mfg","Minerals, ground or treated",422,12549,517164494,1,1,1
"327993","3296","Mineral wool mfg","Mineral wool",277,24060,1110544811,1,1,1
"327999","3272","All other miscellaneous nonmetallic mineral product mfg","Concrete products, nec",3315,73987,2233426528,0.84,0.85,0.85
"327999","3292","All other miscellaneous nonmetallic mineral product mfg","Asbestos products",62,2562,92906981,0.02,0.03,0.04
"327999","3299","All other miscellaneous nonmetallic mineral product mfg","Nonmetallic mineral products, nec",547,10612,306760715,0.14,0.12,0.12
"331111","3312","Iron & steel mills","Blast furnaces and steel mills",744,163168,8516625809,0.73,0.93,0.95
"331111","3399","Iron & steel mills","Primary metal products, nec",277,11738,477865192,0.27,0.07,0.05
"331112","3313","Electrometallurgical ferroalloy product mfg","Electrometallurgical products",54,5810,251505979,1,1,1
"331210","3317","Iron & steel pipes & tubes mfg from purchased steel","Steel pipe and tubes",320,27987,1108557431,1,1,1
"331221","3316","Cold~rolled steel shape mfg","Cold finishing of steel shapes",254,17206,749785640,1,1,1
"331222","3315","Steel wire drawing","Steel wire and related products",304,21007,706227060,1,1,1
"331311","2819","Alumina refining","Industrial inorganic chemicals, nec",880,70620,3783263442,1,1,1
"331312","3334","Primary aluminum production","Primary aluminum",54,22423,1074855502,1,1,1
"331314","3341","Secondary smelting & alloying of aluminum","Secondary nonferrous metals",381,16156,617611900,0.58,0.58,0.56
"331314","3399","Secondary smelting & alloying of aluminum","Primary metal products, nec",277,11738,477865192,0.42,0.42,0.44
"331315","3353","Aluminum sheet, plate, & foil mfg","Aluminum sheet, plate, and foil",119,21536,1087322249,1,1,1
"331316","3354","Aluminum extruded product mfg","Aluminum extruded products",236,32798,1262952481,1,1,1
"331319","3355","Other aluminum rolling & drawing","Aluminum rolling and drawing, nec",46,5182,222447731,0.07,0.07,0.07
"331319","3357","Other aluminum rolling & drawing","Nonferrous wiredrawing & insulating",589,72316,2995736136,0.93,0.93,0.93
"331411","3331","Primary smelting & refining of copper","Primary copper",15,4519,199953300,1,1,1
"331419","3339","Other nonferrous metal primary smelting & refining","Primary nonferrous metals, nec",110,12423,589824273,1,1,1
"331421","3351","Copper rolling, drawing, & extruding","Copper rolling and drawing",181,22652,878550950,1,1,1
"331422","3357","Copper wire (except mechanical) drawing","Nonferrous wiredrawing & insulating",589,72316,2995736136,1,1,1
"331423","3341","Secondary smelting, refining, & alloying of copper","Secondary nonferrous metals",381,16156,617611900,0.58,0.58,0.56
"331423","3399","Secondary smelting, refining, & alloying of copper","Primary metal products, nec",277,11738,477865192,0.42,0.42,0.44
"331491","3356","Other nonferrous metal rolling, drawing, & extruding","Nonferrous rolling and drawing, nec",194,13900,637267710,0.25,0.16,0.18
"331491","3357","Other nonferrous metal rolling, drawing, & extruding","Nonferrous wiredrawing & insulating",589,72316,2995736136,0.75,0.84,0.82
"331492","3313","Other nonferrous metal secondary smelting, refining, & alloying","Electrometallurgical products",54,5810,251505979,0.08,0.17,0.19
"331492","3341","Other nonferrous metal secondary smelting, refining, & alloying","Secondary nonferrous metals",381,16156,617611900,0.54,0.48,0.46
"331492","3399","Other nonferrous metal secondary smelting, refining, & alloying","Primary metal products, nec",277,11738,477865192,0.39,0.35,0.35
"331511","3321","Iron foundries","Gray and ductile iron foundries",602,80071,3159431819,0.96,0.95,0.94
"331511","3322","Iron foundries","Malleable iron foundries",24,4660,186803869,0.04,0.05,0.06
"331512","3324","Steel investment foundries","Steel investment foundries",141,17999,578557218,1,1,1
"331513","3325","Steel foundries (except investment)","Steel foundries, nec",300,27051,921809101,1,1,1
"331521","3363","Aluminum die~casting foundries","Aluminum die-castings",357,38383,1280203903,1,1,1
"331522","3364","Nonferrous (except aluminum) die~casting foundries","Nonferrous die-casting exc. aluminum",224,11142,351294151,1,1,1
"331524","3365","Aluminum foundries (except die~casting)","Aluminum foundries",626,25554,768729410,1,1,1
"331525","3366","Copper foundries (except die~casting)","Copper foundries",330,9367,293620594,1,1,1
"331528","3369","Other nonferrous foundries (except die~casting)","Nonferrous foundries, nec",191,6996,246946067,1,1,1
"332111","3462","Iron & steel forging","Iron and steel forgings",448,31619,1260803518,1,1,1
"332112","3463","Nonferrous forging","Nonferrous forgings",97,8575,375992708,1,1,1
"332114","3449","Custom roll forming","Miscellaneous metal work",367,13502,463401336,1,1,1
"332115","3466","Crown & closure mfg","Crowns and closures",41,4736,186671216,1,1,1
"332116","3469","Metal stamping","Metal stampings, nec",2434,97453,3274862120,1,1,1
"332117","3499","Powder metallurgy part mfg","Fabricated metal products, nec",2068,63024,1924000274,1,1,1
"332211","3421","Cutlery & flatware (except precious) mfg","Cutlery",142,12895,654879749,0.43,0.68,0.8
"332211","3914","Cutlery & flatware (except precious) mfg","Silverware and plated ware",191,6069,161502599,0.57,0.32,0.2
"332212","3423","Hand & edge tool mfg","Hand and edge tools, nec",751,35313,1158447551,0.08,0.11,0.11
"332212","3523","Hand & edge tool mfg","Farm machinery and equipment",1834,77114,3149261750,0.19,0.25,0.3
"332212","3524","Hand & edge tool mfg","Lawn and garden equipment",213,27260,796401809,0.02,0.09,0.08
"332212","3545","Hand & edge tool mfg","Machine tool accessories",1919,53940,2007269845,0.2,0.17,0.19
"332212","3699","Hand & edge tool mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.07,0.09,0.1
"332212","3799","Hand & edge tool mfg","Transportation equipment, nec",874,25488,685829677,0.09,0.08,0.07
"332212","3999","Hand & edge tool mfg","Manufacturing industries, nec",3196,62359,1705787323,0.34,0.2,0.16
"332213","3425","Saw blade & handsaw mfg","Saw blades and handsaws",153,7702,258638754,1,1,1
"332214","3469","Kitchen utensil, pot, & pan mfg","Metal stampings, nec",2434,97453,3274862120,1,1,1
"332311","3448","Prefabricated metal building & component mfg","Prefabricated metal buildings",749,29230,910038670,1,1,1
"332312","3441","Fabricated structural metal mfg","Fabricated structural metal",2644,78496,2646950739,0.88,0.85,0.85
"332312","3449","Fabricated structural metal mfg","Miscellaneous metal work",367,13502,463401336,0.12,0.15,0.15
"332313","3443","Plate work mfg","Fabricated plate work (boiler shops)",2802,102435,3682005259,1,1,1
"332321","2499","Metal window & door mfg","Wood products, nec",3130,56609,1250029828,0.62,0.38,0.32
"332321","3442","Metal window & door mfg","Metal doors, sash, and trim",1547,78740,2148184795,0.31,0.53,0.56
"332321","3449","Metal window & door mfg","Miscellaneous metal work",367,13502,463401336,0.07,0.09,0.12
"332322","3444","Sheet metal work mfg","Sheet metalwork",4865,120219,3882307907,1,1,1
"332323","3446","Ornamental & architectural metal work mfg","Architectural metal work",2180,31117,970160499,0.5,0.26,0.21
"332323","3449","Ornamental & architectural metal work mfg","Miscellaneous metal work",367,13502,463401336,0.08,0.11,0.1
"332323","3523","Ornamental & architectural metal work mfg","Farm machinery and equipment",1834,77114,3149261750,0.42,0.63,0.69
"332410","3443","Power boiler & heat exchanger mfg","Fabricated plate work (boiler shops)",2802,102435,3682005259,1,1,1
"332420","3443","Metal tank (heavy gauge) mfg","Fabricated plate work (boiler shops)",2802,102435,3682005259,1,1,1
"332431","3411","Metal can mfg","Metal cans",308,30146,1430282892,1,1,1
"332439","3412","Other metal container mfg","Metal barrels, drums, and pails",164,7373,243978789,0.02,0.03,0.03
"332439","3429","Other metal container mfg","Hardware, nec",1257,69593,2335185974,0.14,0.24,0.25
"332439","3444","Other metal container mfg","Sheet metalwork",4865,120219,3882307907,0.54,0.41,0.41
"332439","3499","Other metal container mfg","Fabricated metal products, nec",2068,63024,1924000274,0.23,0.22,0.2
"332439","3537","Other metal container mfg","Industrial trucks and tractors",592,30995,1076924646,0.07,0.11,0.11
"332510","3429","Hardware mfg","Hardware, nec",1257,69593,2335185974,0.38,0.52,0.55
"332510","3499","Hardware mfg","Fabricated metal products, nec",2068,63024,1924000274,0.62,0.48,0.45
"332611","3493","Spring (heavy gauge) mfg","Steel springs, except wire",145,5659,189265019,1,1,1
"332612","3495","Spring (light gauge) mfg","Wire springs",376,14834,534267391,1,1,1
"332618","3315","Other fabricated wire product mfg","Steel wire and related products",304,21007,706227060,0.15,0.23,0.25
"332618","3399","Other fabricated wire product mfg","Primary metal products, nec",277,11738,477865192,0.14,0.13,0.17
"332618","3496","Other fabricated wire product mfg","Misc. fabricated wire products",1456,56855,1670339894,0.71,0.63,0.59
"332710","3599","Machine shops","Industrial machinery, nec",23896,293481,9855717036,1,1,1
"332721","3451","Precision turned product mfg","Screw machine products",1792,53924,1804849107,1,1,1
"332722","3452","Bolt, nut, screw, rivet, & washer mfg","Bolts, nuts, rivets, and washers",935,50102,1952650618,1,1,1
"332811","3398","Metal heat treating","Metal heat treating",730,18757,661670801,1,1,1
"332812","3479","Metal coating/engraving (exc jewelry/silverware)/allied services","Metal coating and allied services",2601,54485,1635503187,1,1,1
"332813","3471","Electroplating, plating, polishing, anodizing, & coloring","Plating and polishing",3579,83612,2443238492,1,1,1
"332911","3491","Industrial valve mfg","Industrial valves",397,26969,1124476425,1,1,1
"332912","3492","Fluid power valve & hose fitting mfg","Fluid power valves & hose fittings",496,34228,1305667410,0.21,0.2,0.17
"332912","3728","Fluid power valve & hose fitting mfg","Aircraft parts and equipment, nec",1838,137247,6327764033,0.79,0.8,0.83
"332913","3432","Plumbing fixture fitting & trim mfg","Plumbing fixture fittings and trim",278,23638,843093436,1,1,1
"332919","3429","Other metal valve & pipe fitting mfg","Hardware, nec",1257,69593,2335185974,0.34,0.44,0.46
"332919","3494","Other metal valve & pipe fitting mfg","Valves and pipe fittings, nec",400,25641,868222069,0.11,0.16,0.17
"332919","3499","Other metal valve & pipe fitting mfg","Fabricated metal products, nec",2068,63024,1924000274,0.56,0.4,0.38
"332991","3562","Ball & roller bearing mfg","Ball and roller bearings",228,40196,1670756759,1,1,1
"332992","3482","Small arms ammunition mfg","Small arms ammunition",122,7569,265713380,1,1,1
"332993","3483","Ammunition (except small arms) mfg","Ammunition, exc. for small arms, nec",80,31839,1449011086,1,1,1
"332994","3484","Small arms mfg","Small arms",207,9807,311996718,1,1,1
"332995","3489","Other ordnance & accessories mfg","Ordnance and accessories, nec",45,9913,456419814,1,1,1
"332996","3353","Fabricated pipe & pipe fitting mfg","Aluminum sheet, plate, and foil",119,21536,1087322249,0.14,0.42,0.53
"332996","3498","Fabricated pipe & pipe fitting mfg","Fabricated pipe and fittings",738,30005,973007660,0.86,0.58,0.47
"332997","3543","Industrial pattern mfg","Industrial patterns",683,8059,324560645,1,1,1
"332998","3431","Enameled iron & metal sanitary ware mfg","Metal sanitary ware",104,14331,495075151,1,1,1
"332999","3291","All other miscellaneous fabricated metal product mfg","Abrasive products",368,19589,707876706,0.01,0.04,0.04
"332999","3432","All other miscellaneous fabricated metal product mfg","Plumbing fixture fittings and trim",278,23638,843093436,0.01,0.05,0.05
"332999","3494","All other miscellaneous fabricated metal product mfg","Valves and pipe fittings, nec",400,25641,868222069,0.01,0.05,0.05
"332999","3497","All other miscellaneous fabricated metal product mfg","Metal foil and leaf",68,4987,188970172,0,0.01,0.01
"332999","3499","All other miscellaneous fabricated metal product mfg","Fabricated metal products, nec",2068,63024,1924000274,0.07,0.12,0.11
"332999","3537","All other miscellaneous fabricated metal product mfg","Industrial trucks and tractors",592,30995,1076924646,0.02,0.06,0.06
"332999","3599","All other miscellaneous fabricated metal product mfg","Industrial machinery, nec",23896,293481,9855717036,0.77,0.56,0.57
"332999","3999","All other miscellaneous fabricated metal product mfg","Manufacturing industries, nec",3196,62359,1705787323,0.1,0.12,0.1
"333111","3523","Farm machinery & equipment mfg","Farm machinery and equipment",1834,77114,3149261750,1,1,1
"333112","3524","Lawn & garden tractor & home lawn & garden equipment mfg","Lawn and garden equipment",213,27260,796401809,1,1,1
"333120","3531","Construction machinery mfg","Construction machinery",1032,89222,3965149958,1,1,1
"333131","3532","Mining machinery & equipment mfg","Mining machinery",357,17150,669661494,1,1,1
"333132","3533","Oil & gas field machinery & equipment mfg","Oil and gas field machinery",928,46982,2124842545,1,1,1
"333210","3553","Sawmill & woodworking machinery mfg","Woodworking machinery",364,10671,373001513,1,1,1
"333220","3559","Plastics & rubber industry machinery mfg","Special industry machinery, nec",2151,83792,4117517634,1,1,1
"333291","3554","Paper industry machinery mfg","Paper industries machinery",394,22338,983550749,1,1,1
"333292","3552","Textile machinery mfg","Textile machinery",568,14719,497636761,1,1,1
